Product Trade Name,Technical Name,Main Category,Sub Category,Product Type,500g/ml Rate (INR),1kg/L Rate (INR),5kg/L Rate (INR),10kg/L Rate (INR),25kg/L Rate (INR),SEO Optimized Detailed Description,Benefits,Suitable Crops,Application Method,Dosage Per 200L Water,Keywords/Tags,Shopify Handle,Recommendation Tags
Profenophos 50 EC,Profenophos 50% EC,Chemical Insecticides,Profenophos,liquid,451,778,3229,6030,13382,"Profenophos 50 EC is a professionally formulated Profenophos 50% EC agriculture input designed for Indian field, vegetable, and plantation production systems. This chemical insecticides supports commercial insect pest management while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","target pest control, yield protection, IPM compatible timing","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato",foliar spray,200–400 ml per 200 L water,"insecticide, Profenophos, pest management",profenophos-50-ec,"insecticide, profenophos"
Cyantraniliprole 10 OD,Cyantraniliprole 10.26% OD,Chemical Insecticides,Cyantraniliprole,liquid,538,928,3851,7192,15962,"Cyantraniliprole 10 OD is a professionally formulated Cyantraniliprole 10.26% OD agriculture input designed for Indian field, vegetable, and plantation production systems. This chemical insecticides supports commercial insect pest management while helping improve root growth, enhance flowering, and increase yield under drought. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","target pest control, yield protection, IPM compatible timing","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato",foliar spray,200–400 ml per 200 L water,"insecticide, Cyantraniliprole, pest management",cyantraniliprole-10-od,"insecticide, cyantraniliprole"
ActinoLife Granules,Streptomyces consortium,Bio Fertilizers,Actinomycetes,granular,266,458,1901,3551,7880,"ActinoLife Granules is a professionally formulated Streptomyces consortium agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under heat. Farmers use ActinoLife Granules in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Farmers use ActinoLife Granules in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",3–5 kg/acre,"bio fertilizer, Actinomycetes, soil health",actinolife-granules,"bio_fertilizer, actinomycetes"
LactoSoil Liquid,Lactic acid bacteria,Bio Fertilizers,LAB,liquid,277,478,1984,3705,8222,"LactoSoil Liquid is a professionally formulated Lactic acid bacteria agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under salinity. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",400–600 ml per 200 L water,"bio fertilizer, LAB, soil health",lactosoil-liquid,"bio_fertilizer, lab"
YeastExtract Crop,Saccharomyces cerevisiae extract,Bio Fertilizers,Yeast,liquid,306,528,2191,4092,9082,"YeastExtract Crop is a professionally formulated Saccharomyces cerevisiae extract agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",400–600 ml per 200 L water,"bio fertilizer, Yeast, soil health",yeastextract-crop,"bio_fertilizer, yeast"
BioChar Humate,Biochar + humates,Bio Fertilizers,Carbon Soil,granular,287,495,2054,3836,8513,"BioChar Humate is a professionally formulated Biochar + humates agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Farmers use BioChar Humate in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",3–5 kg/acre,"bio fertilizer, Carbon Soil, soil health",biochar-humate,"bio_fertilizer, carbon_soil"
MycoPlus Granules,VAM + biochar,Bio Fertilizers,VAM,granular,303,523,2169,4050,8988,"MycoPlus Granules is a professionally formulated VAM + biochar agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under drought. Farmers use MycoPlus Granules in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",3–5 kg/acre,"bio fertilizer, VAM, soil health",mycoplus-granules,"bio_fertilizer, vam"
ZnFe PSB Combo,Zn solubilizer + PSB,Bio Fertilizers,PSB,liquid,318,548,2274,4247,9426,"ZnFe PSB Combo is a professionally formulated Zn solubilizer + PSB agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under heat. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",400–600 ml per 200 L water,"bio fertilizer, PSB, soil health",znfe-psb-combo,"bio_fertilizer, psb"
RhizoTea Drench,LAB + humic drench,Bio Fertilizers,Liquid Bio Fertilizers,liquid,324,558,2316,4325,9598,"RhizoTea Drench is a professionally formulated LAB + humic drench agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under salinity. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Farmers use RhizoTea Drench in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",400–600 ml per 200 L water,"bio fertilizer, Liquid Bio Fertilizers, soil health",rhizotea-drench,"bio_fertilizer, liquid_bio_fertilizers"
PaddyAzospirillum,Azospirillum for rice,Bio Fertilizers,Azospirillum,liquid,271,468,1942,3627,8050,"PaddyAzospirillum is a professionally formulated Azospirillum for rice agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",400–600 ml per 200 L water,"bio fertilizer, Azospirillum, soil health",paddyazospirillum,"bio_fertilizer, azospirillum"
MaizeAzospirillum,Azospirillum for maize,Bio Fertilizers,Azospirillum,liquid,277,478,1984,3705,8222,"MaizeAzospirillum is a professionally formulated Azospirillum for maize agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Farmers use MaizeAzospirillum in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",400–600 ml per 200 L water,"bio fertilizer, Azospirillum, soil health",maizeazospirillum,"bio_fertilizer, azospirillum"
PulseRhizobium,Rhizobium for pulses,Bio Fertilizers,Rhizobium,powder,234,403,1673,3124,6932,"PulseRhizobium is a professionally formulated Rhizobium for pulses agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports advanced soil biological enrichment while helping improve root growth, enhance flowering, and increase yield under drought. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Farmers use PulseRhizobium in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","soil biology boost, root growth, nutrient cycling","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, drip, nursery",3–5 kg/acre,"bio fertilizer, Rhizobium, soil health",pulserhizobium,"bio_fertilizer, rhizobium"
CastorDeoil Cake,Castor de-oiled cake,Organic Inputs,Oil Cake,granular,159,274,1138,2125,4716,"CastorDeoil Cake is a professionally formulated Castor de-oiled cake agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports organic soil fertility building while helping improve root growth, enhance flowering, and increase yield under heat. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","organic nutrition, soil structure, microbial food","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, basal dressing",100–500 kg/acre,"organic input, Oil Cake, organic farming",castordeoil-cake,"organic_input, oil_cake"
NeemCake 6N,Neem seed cake,Organic Inputs,Oil Cake,powder,162,280,1161,2169,4813,"NeemCake 6N is a professionally formulated Neem seed cake agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports organic soil fertility building while helping improve root growth, enhance flowering, and increase yield under salinity. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","organic nutrition, soil structure, microbial food","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, basal dressing",100–500 kg/acre,"organic input, Oil Cake, organic farming",neemcake-6n,"organic_input, oil_cake"
BoneMeal Natural,Steamed bone meal,Organic Inputs,Phosphorus Organic,powder,203,350,1453,2714,6024,"BoneMeal Natural is a professionally formulated Steamed bone meal agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports organic soil fertility building while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Farmers use BoneMeal Natural in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Farmers use BoneMeal Natural in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","organic nutrition, soil structure, microbial food","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, basal dressing",100–500 kg/acre,"organic input, Phosphorus Organic, organic farming",bonemeal-natural,"organic_input, phosphorus_organic"
RockPhosphate Powder,Rock phosphate,Organic Inputs,Mineral P,powder,178,306,1271,2373,5267,"RockPhosphate Powder is a professionally formulated Rock phosphate agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports organic soil fertility building while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","organic nutrition, soil structure, microbial food","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, basal dressing",100–500 kg/acre,"organic input, Mineral P, organic farming",rockphosphate-powder,"organic_input, mineral_p"
WoodAsh Potash,Wood ash enriched K,Organic Inputs,Potash Organic,powder,147,253,1052,1964,4359,"WoodAsh Potash is a professionally formulated Wood ash enriched K agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports organic soil fertility building while helping improve root growth, enhance flowering, and increase yield under drought. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","organic nutrition, soil structure, microbial food","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, basal dressing",100–500 kg/acre,"organic input, Potash Organic, organic farming",woodash-potash,"organic_input, potash_organic"
CoirPith Compost,Coir pith composted,Organic Inputs,Compost,granular,148,256,1061,1982,4399,"CoirPith Compost is a professionally formulated Coir pith composted agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports organic soil fertility building while helping improve root growth, enhance flowering, and increase yield under heat. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Farmers use CoirPith Compost in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","organic nutrition, soil structure, microbial food","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, basal dressing",100–500 kg/acre,"organic input, Compost, organic farming",coirpith-compost,"organic_input, compost"
OrganicNPK 7-7-7,Organic NPK blend,Organic Inputs,Organic NPK,granular,228,394,1634,3052,6773,"OrganicNPK 7-7-7 is a professionally formulated Organic NPK blend agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports organic soil fertility building while helping improve root growth, enhance flowering, and increase yield under salinity. Farmers use OrganicNPK 7-7-7 in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","organic nutrition, soil structure, microbial food","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, basal dressing",100–500 kg/acre,"organic input, Organic NPK, organic farming",organicnpk-7-7-7,"organic_input, organic_npk"
KelpPowder Organic,Dried kelp powder,Organic Inputs,Seaweed Extract,powder,234,403,1673,3124,6932,"KelpPowder Organic is a professionally formulated Dried kelp powder agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports organic soil fertility building while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","organic nutrition, soil structure, microbial food","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","soil application, basal dressing",100–500 kg/acre,"organic input, Seaweed Extract, organic farming",kelppowder-organic,"organic_input, seaweed_extract"
HydroNPK 19-19-19 25kg Bag,NPK 19-19-19,Water Soluble Fertilizers,Balanced NPK Bulk,powder,7276,12545,52063,97226,215779,"HydroNPK 19-19-19 25kg Bag is a professionally formulated NPK 19-19-19 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 19-19-19 fertigation supply while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Farmers use HydroNPK 19-19-19 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 19-19-19, fertigation bag, Morbeez",hydronpk-19-19-19-25kg-bag,"wsf_bulk, npk_19_19_19"
HydroNPK 13-40-13 25kg Bag,NPK 13-40-13,Water Soluble Fertilizers,High P-K Bulk,powder,7838,13513,56080,104728,232428,"HydroNPK 13-40-13 25kg Bag is a professionally formulated NPK 13-40-13 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 13-40-13 fertigation supply while helping improve root growth, enhance flowering, and increase yield under drought. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 13-40-13, fertigation bag, Morbeez",hydronpk-13-40-13-25kg-bag,"wsf_bulk, npk_13_40_13"
HydroNPK 00-52-34 25kg Bag,NPK 00-52-34,Water Soluble Fertilizers,High P-K Bulk,powder,8062,13900,57687,107729,239088,"HydroNPK 00-52-34 25kg Bag is a professionally formulated NPK 00-52-34 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 00-52-34 fertigation supply while helping improve root growth, enhance flowering, and increase yield under heat. Farmers use HydroNPK 00-52-34 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 00-52-34, fertigation bag, Morbeez",hydronpk-00-52-34-25kg-bag,"wsf_bulk, npk_00_52_34"
HydroNPK 12-61-00 25kg Bag,NPK 12-61-00,Water Soluble Fertilizers,High P Bulk,powder,7725,13320,55277,103228,229098,"HydroNPK 12-61-00 25kg Bag is a professionally formulated NPK 12-61-00 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 12-61-00 fertigation supply while helping improve root growth, enhance flowering, and increase yield under salinity. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Farmers use HydroNPK 12-61-00 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 12-61-00, fertigation bag, Morbeez",hydronpk-12-61-00-25kg-bag,"wsf_bulk, npk_12_61_00"
HydroNPK 00-00-50 25kg Bag,NPK 00-00-50,Water Soluble Fertilizers,High K Bulk,powder,7613,13126,54473,101727,225769,"HydroNPK 00-00-50 25kg Bag is a professionally formulated NPK 00-00-50 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 00-00-50 fertigation supply while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 00-00-50, fertigation bag, Morbeez",hydronpk-00-00-50-25kg-bag,"wsf_bulk, npk_00_00_50"
HydroNPK 13-0-45 25kg Bag,NPK 13-0-45,Water Soluble Fertilizers,High K Bulk,powder,7950,13707,56884,106228,235758,"HydroNPK 13-0-45 25kg Bag is a professionally formulated NPK 13-0-45 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 13-0-45 fertigation supply while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 13-0-45, fertigation bag, Morbeez",hydronpk-13-0-45-25kg-bag,"wsf_bulk, npk_13_0_45"
CalciumNitrate WS 25kg Bag,Calcium nitrate 15.5-0-0,Water Soluble Fertilizers,Calcium Nitrate Bulk,powder,7501,12932,53670,100227,222439,"CalciumNitrate WS 25kg Bag is a professionally formulated Calcium nitrate 15.5-0-0 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 15.5-0-0 fertigation supply while helping improve root growth, enhance flowering, and increase yield under drought. Farmers use CalciumNitrate WS 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Farmers use CalciumNitrate WS 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 15.5-0-0, fertigation bag, Morbeez",calciumnitrate-ws-25kg-bag,"wsf_bulk, npk_15.5_0_0"
PotassiumNitrate WS 25kg Bag,Potassium nitrate 13-0-45,Water Soluble Fertilizers,Potassium Nitrate Bulk,powder,8175,14094,58490,109229,242418,"PotassiumNitrate WS 25kg Bag is a professionally formulated Potassium nitrate 13-0-45 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 13-0-45 fertigation supply while helping improve root growth, enhance flowering, and increase yield under heat. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 13-0-45, fertigation bag, Morbeez",potassiumnitrate-ws-25kg-bag,"wsf_bulk, npk_13_0_45"
MagnesiumSulphate WS 25kg Bag,Magnesium sulphate 9.6% Mg,Water Soluble Fertilizers,Magnesium Sulphate Bulk,powder,6939,11964,49653,92725,205789,"MagnesiumSulphate WS 25kg Bag is a professionally formulated Magnesium sulphate 9.6% Mg agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk Mg 9.6% fertigation supply while helping improve root growth, enhance flowering, and increase yield under salinity. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, Mg 9.6%, fertigation bag, Morbeez",magnesiumsulphate-ws-25kg-bag,"wsf_bulk, npk_Mg 9.6%"
MAP WS Grade 25kg Bag,Mono ammonium phosphate,Water Soluble Fertilizers,MAP Bulk,powder,7838,13513,56080,104728,232428,"MAP WS Grade 25kg Bag is a professionally formulated Mono ammonium phosphate agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 12-61-0 fertigation supply while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Farmers use MAP WS Grade 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.","bulk economy, drip tank ready, consistent dissolution, dealer stocking","ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato","fertigation, drip irrigation",10–25 kg/acre per application (crop stage dependent),"bulk NPK, 12-61-0, fertigation bag, Morbeez",map-ws-grade-25kg-bag,"wsf_bulk, npk_12_61_0"
